,species_name,color
2845,schoenoplectus tabernaemontani,Red
2846,scilla bifolia,blue
2847,scilla forbesii,blue
2848,scilla luciliae,blue
2849,scilla sardensis,blue
2850,scilla siberica,blue
2851,scirpus atrovirens,Brown
2852,scirpus cyperinus,Green
2853,scirpus georgianus,Yellow
2854,scirpus microcarpus,White
2855,scirpus pallidus,Red
2856,scirpus pedicellatus,Green
2857,scirpus pendulus,Red
2858,scleranthus annuus,green
2859,scleranthus perennis,white
2860,scleria distans,brown
2861,scleria distans,green
2862,scoparia dulcis,pink
2863,scoparia dulcis,white
2864,scorzoneroides autumnalis,yellow
2865,scrophularia nodosa,brown
2866,scutellaria galericulata,violet
2867,secale cereale,Yellow
2868,securigera varia,white
2869,sedum acre,yellow
2870,sedum album,white
2871,sedum dasyphyllum,white
2872,sedum hispanicum,white
2873,sedum sarmentosum,yellow
2874,sedum sexangulare,yellow
2875,sedum sexangulare,yellow
2876,senecio elegans,purple
2877,senecio hydrophiloides,Yellow
2878,senecio inaequidens,yellow
2879,senecio integerrimus,Yellow
2880,senecio sylvaticus,yellow
2881,senecio triangularis,Yellow
2882,senecio viscosus,yellow
2883,senecio vulgaris,yellow
2884,senecio vulgaris,Yellow
2885,senegalia greggii,Yellow
2886,senna alata,yellow
2887,senna alata,yellow
2888,senna didymobotrya,yellow
2889,senna didymobotrya,yellow
2890,senna hirsuta,yellow
2891,senna hirsuta,yellow
2892,senna marilandica,Yellow
2893,senna obtusifolia,yellow
2894,senna obtusifolia,yellow
2895,senna obtusifolia,yellow
2896,senna occidentalis,yellow
2897,senna occidentalis,yellow
2898,sesamum indicum,pink
2899,sesamum indicum,white
2900,sesbania grandiflora,White
2901,sesuvium portulacastrum,pink
2902,sesuvium portulacastrum,purple
2903,setaria italica,White
2904,setaria italica,brown
2905,setaria italica,yellow
2906,shepherdia argentea,Yellow
2907,shepherdia canadensis,Yellow
2908,sherardia arvensis,violet
2909,sibbaldia procumbens,green
2910,sida acuta,yellow
2911,sida cordifolia,orange
2912,sida cordifolia,white
2913,sida cordifolia,yellow
2914,sida rhombifolia,white
2915,sida rhombifolia,yellow
2916,sida spinosa,white
2917,sidalcea neomexicana,Purple
2918,sidalcea oregana,Purple
2919,sideroxylon lycioides,White
2920,silene acaulis,red
2921,silene dioica,red
2922,silene gallica,white
2923,silene latifolia,white
2924,silene noctiflora,pink
2925,silene vulgaris,white
2926,silphium perfoliatum,Yellow
2927,silybum marianum,purple
2928,silybum marianum,violet
2929,simmondsia chinensis,Yellow
2930,sinapis alba,yellow
2931,sisymbrium altissimum,yellow
2932,sisymbrium irio,yellow
2933,sisymbrium loeselii,yellow
2934,sisymbrium officinale,yellow
2935,sisymbrium orientale,yellow
2936,sisyrinchium angustifolium,Blue
2937,sisyrinchium angustifolium,blue
2938,sisyrinchium idahoense,Blue
2939,sisyrinchium montanum,violet
2940,sixalix atropurpurea,purple
2941,smilax bona-nox,Green
2942,smilax glauca,Green
2943,smilax laurifolia,Green
2944,smilax rotundifolia,White
2945,smilax walteri,Green
2946,solanum americanum,purple
2947,solanum americanum,white
2948,solanum donianum,blue
2949,solanum donianum,white
2950,solanum donianum,yellow
2951,solanum dulcamara,violet
2952,solanum dulcamara,purple
2953,solanum erianthum,blue
2954,solanum erianthum,white
2955,solanum erianthum,yellow
2956,solanum lycopersicum,yellow
2957,solanum lycopersicum,Yellow
2958,solanum mauritianum,purple
2959,solanum melongena,purple
2960,solanum melongena,white
2961,solanum nigrum,white
2962,solanum nigrum,white
2963,solanum nigrum,white
2964,solanum sarrachoides,white
2965,solanum seaforthianum,purple
2966,solanum torvum,blue
2967,solanum torvum,white
2968,solanum triflorum,white
2969,solanum tuberosum,white
2970,solidago caesia,Yellow
2971,solidago canadensis,yellow
2972,solidago canadensis,Yellow
2973,solidago fistulosa,Yellow
2974,solidago flexicaulis,Yellow
2975,solidago gigantea,yellow
2976,solidago gigantea,Yellow
2977,solidago missouriensis,Yellow
2978,solidago multiradiata,Yellow
2979,solidago nemoralis,Yellow
2980,solidago patula,Yellow
2981,solidago rigida,Yellow
2982,solidago rugosa,Yellow
2983,solidago sempervirens,Yellow
2984,sonchus arvensis,yellow
2985,sonchus asper,yellow
2986,sonchus oleraceus,yellow
2987,sonchus oleraceus,yellow
2988,sonchus oleraceus,yellow
2989,sophora tomentosa,yellow
2990,sorbaria sorbifolia,white
2991,sorbus americana,White
2992,sorbus aucuparia,white
2993,sorbus aucuparia,White
2994,sorbus decora,White
2995,sorbus scopulina,White
2996,sorghastrum nutans,Yellow
2997,sorghum bicolor,Brown
2998,sorghum halepense,Yellow
2999,sparaxis tricolor,orange
3000,sparaxis tricolor,purple
3001,sparaxis tricolor,red
3002,sparaxis tricolor,yellow
3003,sparganium americanum,Green
3004,sparganium eurycarpum,Green
3005,spathodea campanulata,orange
3006,spathodea campanulata,red
3007,spergula arvensis,white
3008,spergularia media,pink
3009,spergularia rubra,red
3010,spermacoce verticillata,white
3011,sphaeralcea ambigua,Orange
3012,sphaeralcea coccinea,Red
3013,sphaeralcea grossulariifolia,Red
3014,sphaeralcea munroana,Orange
3015,sphenoclea zeylanica,white
3016,sphenopholis obtusata,Green
3017,spigelia anthelmia,pink
3018,spigelia anthelmia,white
3019,spiraea alba,white
3020,spiraea alba,White
3021,spiraea douglasii,pink
3022,spiraea douglasii,Purple
3023,spiraea japonica,pink
3024,spiraea japonica,Red
3025,spiraea prunifolia,White
3026,spiraea tomentosa,pink
3027,spiraea tomentosa,Purple
3028,spiranthes cernua,Purple
3029,spiranthes romanzoffiana,White
3030,sporobolus alterniflorus,Yellow
3031,sporobolus bakeri,Green
3032,sporobolus cryptandrus,Yellow
3033,sporobolus cynosuroides,Yellow
3034,sporobolus heterolepis,Yellow
3035,sporobolus hookerianus,Yellow
3036,sporobolus virginicus,Brown
3037,sporobolus virginicus,brown
3038,sporobolus virginicus,green
3039,stachys arvensis,pink
3040,stachys palustris,purple
3041,stachys palustris,Purple
3042,stachys sylvatica,brown
3043,stachys tenuifolia,Purple
3044,stachytarpheta jamaicensis,blue
3045,stachytarpheta jamaicensis,purple
3046,stachytarpheta jamaicensis,white
3047,stellaria aquatica,white
3048,stellaria graminea,white
3049,stellaria longifolia,white
3050,stellaria longifolia,Green
3051,stellaria longipes,White
3052,stellaria media,white
3053,stellaria media,white
3054,stellaria media,white
3055,stellaria nemorum,white
3056,stellaria nitens,White
3057,stictocardia beraviensis,orange
3058,stictocardia beraviensis,pink
3059,stictocardia beraviensis,yellow
3060,stratiotes aloides,white
3061,streptopus amplexifolius,white
3062,striga gesnerioides,blue
3063,striga gesnerioides,purple
3064,styrax americanus,White
3065,styrax grandifolius,White
3066,suaeda maritima,green
3067,succisa pratensis,violet
3068,swertia perennis,blue
3069,symphoricarpos albus,pink
3070,symphoricarpos albus,White
3071,symphoricarpos occidentalis,White
3072,symphoricarpos orbiculatus,White
3073,symphyotrichum chilense,Purple
3074,symphyotrichum cordifolium,Purple
3075,symphyotrichum laeve,violet
3076,symphyotrichum lanceolatum,White
3077,symphyotrichum novae-angliae,red
3078,symphyotrichum novi-belgii,violet
3079,symphyotrichum novi-belgii,Purple
3080,symphyotrichum prenanthoides,Blue
3081,symphytum asperum,red
3082,symphytum officinale,violet
3083,symplocarpus foetidus,Purple
3084,synedrella nodiflora,yellow
3085,syringa vulgaris,violet
3086,syringa vulgaris,Purple
3087,syzygium cumini,Green
3088,syzygium jambos,white
3089,syzygium jambos,yellow
3090,tabebuia heterophylla,White
3091,tabebuia heterophylla,pink
3092,tabebuia heterophylla,white
3093,tagetes minuta,white
3094,tagetes minuta,yellow
3095,tagetes patula,orange
3096,tagetes patula,red
3097,tagetes patula,yellow
3098,tamarindus indica,Yellow
3099,tamarindus indica,red
3100,tamarindus indica,white
3101,tamarindus indica,yellow
3102,tanacetum balsamita,yellow
3103,tanacetum corymbosum,white
3104,tanacetum parthenium,white
3105,tanacetum vulgare,yellow
3106,tecoma stans,Yellow
3107,tecoma stans,yellow
3108,teesdalia nudicaulis,white
3109,tellima grandiflora,white
3110,tephroseris palustris,yellow
3111,terminalia buceras,Yellow
3112,tetradymia canescens,Yellow
3113,tetradymia glabrata,Yellow
3114,tetradymia spinosa,Yellow
3115,teucrium canadense,Purple
3116,thalia geniculata,blue
3117,thalia geniculata,purple
3118,thamnosma montana,Purple
3119,thespesia populnea,Yellow
3120,thespesia populnea,yellow
3121,thinopyrum intermedium,Yellow
3122,thlaspi arvense,white
3123,thlaspi arvense,white
3124,thunbergia alata,orange
3125,thunbergia alata,red
3126,thunbergia alata,white
3127,thunbergia alata,yellow
3128,thunbergia erecta,blue
3129,thunbergia erecta,white
3130,thunbergia grandiflora,blue
3131,thunbergia grandiflora,purple
3132,thunbergia gregorii,orange
3133,thunbergia gregorii,purple
3134,thunbergia gregorii,yellow
3135,thymelaea passerina,green
3136,thymus pulegioides,purple
3137,thymus pulegioides,purple
3138,tilia americana,Yellow
3139,tilia cordata,yellow
3140,tilia cordata,Yellow
3141,tillandsia usneoides,White
3142,tithonia diversifolia,yellow
3143,tofieldia pusilla,white
3144,torilis arvensis,white
3145,torilis japonica,white
3146,torilis nodosa,white
3147,toxicoscordion paniculatum,Green
3148,trachelospermum jasminoides,Orange
3149,tradescantia pallida,pink
3150,tradescantia pallida,purple
3151,tradescantia spathacea,white
3152,tradescantia virginiana,Blue
3153,tragopogon dubius,yellow
3154,tragopogon dubius,yellow
3155,tragopogon dubius,Yellow
3156,tragopogon porrifolius,violet
3157,tragopogon porrifolius,Purple
3158,tragopogon pratensis,yellow
3159,trapa natans,white
3160,trapa natans,white
3161,trema micrantha,Green
3162,trianthema portulacastrum,pink
3163,trianthema portulacastrum,white
3164,trianthema portulacastrum,yellow
3165,tribulus cistoides,yellow
3166,tribulus terrestris,yellow
3167,tridax procumbens,yellow
3168,tridens flavus,Yellow
3169,tridens strictus,Green
3170,trifolium arvense,white
3171,trifolium aureum,yellow
3172,trifolium campestre,yellow
3173,trifolium dubium,yellow
3174,trifolium fragiferum,pink
3175,trifolium fragiferum,Purple
3176,trifolium hirtum,Red
3177,trifolium hybridum,white
3178,trifolium hybridum,Yellow
3179,trifolium incarnatum,red
3180,trifolium incarnatum,Red
3181,trifolium longipes,Purple
3182,trifolium macrocephalum,Purple
3183,trifolium nigrescens,White
3184,trifolium pratense,red
3185,trifolium pratense,Red
3186,trifolium repens,white
3187,trifolium repens,White
3188,trifolium resupinatum,pink
3189,trifolium rubens,purple
3190,trifolium striatum,pink
3191,trifolium subterraneum,White
3192,trifolium vesiculosum,White
3193,trifolium wormskioldii,Red
3194,triglochin scilloides,Green
3195,tripleurospermum inodorum,white
3196,tripleurospermum maritimum,white
3197,tripsacum dactyloides,Yellow
3198,trisetum spicatum,Yellow
3199,triteleia grandiflora,Blue
3200,triticum aestivum,Yellow
3201,tropaeolum majus,yellow
3202,tropaeolum majus,orange
3203,tropaeolum majus,red
3204,tropaeolum majus,yellow
3205,tulbaghia violacea,pink
3206,tulbaghia violacea,purple
3207,tulipa sylvestris,yellow
3208,turnera ulmifolia,yellow
3209,turritis glabra,white
3210,tussilago farfara,yellow
3211,typha angustifolia,Green
3212,typha domingensis,brown
3213,typha domingensis,green
3214,typha latifolia,Brown
3215,ulex europaeus,yellow
3216,ulmus alata,Yellow
3217,ulmus americana,Green
3218,ulmus crassifolia,Green
3219,ulmus parvifolia,Yellow
3220,ulmus pumila,Green
3221,ulmus rubra,Yellow
3222,ulmus serotina,Green
3223,ulmus thomasii,Yellow
3224,umbellularia californica,Yellow
3225,urena lobata,pink
3226,urtica dioica,green
3227,urtica urens,green
3228,urtica urens,green
3229,urtica urens,green
3230,utricularia bisquamata,pink
3231,utricularia bisquamata,yellow
3232,utricularia bisquamata,pink
3233,utricularia bisquamata,yellow
3234,utricularia foliosa,orange
3235,utricularia foliosa,yellow
3236,utricularia gibba,yellow
3237,utricularia intermedia,yellow
3238,utricularia juncea,yellow
3239,utricularia simulans,yellow
3240,utricularia subulata,orange
3241,utricularia subulata,yellow
3242,vaccinium angustifolium,red
3243,vaccinium angustifolium,White
3244,vaccinium arboreum,White
3245,vaccinium corymbosum,White
3246,vaccinium elliottii,White
3247,vaccinium macrocarpon,pink
3248,vaccinium membranaceum,Purple
3249,vaccinium myrtillus,white
3250,vaccinium ovalifolium,Purple
3251,vaccinium ovatum,White
3252,vaccinium oxycoccos,pink
3253,vaccinium parvifolium,White
3254,vaccinium scoparium,Red
3255,vaccinium stamineum,White
3256,vaccinium uliginosum,white
3257,vaccinium uliginosum,Purple
3258,vaccinium vitis-idaea,white
3259,vaccinium vitis-idaea,White
3260,vachellia constricta,Yellow
3261,vachellia nilotica,yellow
3262,valeriana dioica,pink
3263,valeriana occidentalis,White
3264,valeriana officinalis,pink
3265,valerianella locusta,blue
3266,vanilla planifolia,green
3267,vanilla planifolia,yellow
3268,veratrum californicum,White
3269,verbascum blattaria,yellow
3270,verbascum densiflorum,yellow
3271,verbascum lychnitis,yellow
3272,verbascum nigrum,yellow
3273,verbascum phlomoides,yellow
3274,verbascum sinuatum,yellow
3275,verbascum thapsus,yellow
3276,verbena bonariensis,purple
3277,verbena officinalis,violet
3278,verbesina encelioides,Yellow
3279,vernonia missurica,Purple
3280,vernonia noveboracensis,Purple
3281,veronica agrestis,white
3282,veronica americana,Blue
3283,veronica anagallis-aquatica,violet
3284,veronica anagallis-aquatica,blue
3285,veronica anagallis-aquatica,white
3286,veronica arvensis,blue
3287,veronica arvensis,blue
3288,veronica beccabunga,blue
3289,veronica catenata,pink
3290,veronica chamaedrys,blue
3291,veronica filiformis,blue
3292,veronica hederifolia,blue
3293,veronica longifolia,blue
3294,veronica officinalis,violet
3295,veronica peregrina,blue
3296,veronica persica,blue
3297,veronica persica,blue
3298,veronica polita,blue
3299,veronica polita,blue
3300,veronica scutellata,white
3301,veronica serpyllifolia,white
3302,veronica spicata,blue
3303,veronica teucrium,blue
3304,veronica triphyllos,blue
3305,veronica verna,blue
3306,veronica wormskjoldii,Blue
3307,viburnum acerifolium,White
3308,viburnum edule,White
3309,viburnum lantana,white
3310,viburnum lantana,White
3311,viburnum lantanoides,White
3312,viburnum lentago,White
3313,viburnum obovatum,Orange
3314,viburnum opulus,white
3315,viburnum opulus,White
3316,viburnum prunifolium,White
3317,vicia americana,Purple
3318,vicia benghalensis,Purple
3319,vicia cracca,violet
3320,vicia cracca,Purple
3321,vicia grandiflora,yellow
3322,vicia grandiflora,Yellow
3323,vicia hirsuta,white
3324,vicia lathyroides,violet
3325,vicia lutea,yellow
3326,vicia lutea,Yellow
3327,vicia sativa,blue
3328,vicia sativa,Purple
3329,vicia sativa,purple
3330,vicia sepium,violet
3331,vicia tenuifolia,blue
3332,vicia tenuifolia,violet
3333,vicia tetrasperma,pink
3334,vicia villosa,purple
3335,vicia villosa,violet
3336,vicia villosa,Purple
3337,vinca minor,blue
3338,vinca minor,Blue
3339,viola alba,white
3340,viola arvensis,white
3341,viola macloskeyi,White
3342,viola odorata,violet
3343,viola palustris,violet
3344,viola pubescens,Yellow
3345,viola reichenbachiana,violet
3346,viola riviniana,violet
3347,viola sororia,Purple
3348,viola tricolor,yellow
3349,viola tricolor,blue
3350,viola tricolor,yellow
3351,viscum album,yellow
3352,viscum album,yellow
3353,vitex trifolia,Blue
3354,vitis aestivalis,Green
3355,vitis cinerea,Green
3356,vitis riparia,White
3357,vitis rotundifolia,White
3358,vitis vulpina,White
3359,waltheria indica,yellow
3360,watsonia meriana,orange
3361,watsonia meriana,red
3362,wisteria frutescens,Purple
3363,wyethia amplexicaulis,Yellow
3364,wyethia mollis,White
3365,xanthium spinosum,green
3366,xanthium strumarium,green
3367,xerophyllum tenax,White
3368,ximenia americana,white
3369,ximenia americana,yellow
3370,yucca aloifolia,White
3371,yucca baccata,White
3372,yucca elata,White
3373,yucca glauca,White
3374,zantedeschia aethiopica,white
3375,zantedeschia aethiopica,yellow
3376,zea mays,Yellow
3377,zeltnera exaltata,White
3378,zinnia peruviana,pink
3379,zinnia peruviana,purple
3380,zinnia peruviana,red
3381,zinnia peruviana,yellow
3382,zizania aquatica,Green
3383,zizaniopsis miliacea,Yellow
3384,zoysia matrella,Yellow
