binomial,photo_url,flower_present,subjectivity,gpt_color
Hieracium sabaudum,https://inaturalist-open-data.s3.amazonaws.com/photos/1610780/medium.jpg,YES,LOW,YELLOW
Navarretia torreyella,https://inaturalist-open-data.s3.amazonaws.com/photos/132381301/medium.jpeg,YES,LOW,WHITE
Hieracium tridentatum,https://inaturalist-open-data.s3.amazonaws.com/photos/4481853/medium.jpg,YES,LOW,YELLOW
Nasturtium floridanum,https://inaturalist-open-data.s3.amazonaws.com/photos/31590897/medium.jpeg,NO,LOW,NAN
Scleria distans,https://inaturalist-open-data.s3.amazonaws.com/photos/83022355/medium.jpg,NO,LOW,NAN
Festuca myuros,https://inaturalist-open-data.s3.amazonaws.com/photos/10691417/medium.jpeg,NO,LOW,NAN
Lactuca ludoviciana,https://inaturalist-open-data.s3.amazonaws.com/photos/6921272/medium.jpeg,YES,LOW,YELLOW
Digitalis lutea,https://inaturalist-open-data.s3.amazonaws.com/photos/79493771/medium.jpg,YES,LOW,GREEN
Solidago houghtonii,https://inaturalist-open-data.s3.amazonaws.com/photos/4544784/medium.jpg,YES,LOW,YELLOW
Vanilla planifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/130156340/medium.jpeg,YES,MEDIUM,GREEN
Valerianella umbilicata,https://inaturalist-open-data.s3.amazonaws.com/photos/3613213/medium.jpg,YES,LOW,WHITE
Solidago ouachitensis,https://static.inaturalist.org/photos/5003400/medium.jpeg,YES,LOW,YELLOW
Solidago randii,https://inaturalist-open-data.s3.amazonaws.com/photos/95347/medium.jpg,YES,LOW,YELLOW
Valeriana texana,https://inaturalist-open-data.s3.amazonaws.com/photos/199481242/medium.jpg,YES,LOW,WHITE
Sorbus decora,https://inaturalist-open-data.s3.amazonaws.com/photos/15534/medium.jpg,YES,LOW,RED
Dictyanthus pavonii,https://inaturalist-open-data.s3.amazonaws.com/photos/52187892/medium.jpg,YES,LOW,GREEN
Encelia halimifolia,https://static.inaturalist.org/photos/79587958/medium.jpeg,YES,LOW,YELLOW
Spermolepis lateriflora,https://inaturalist-open-data.s3.amazonaws.com/photos/12593005/medium.jpg,YES,LOW,WHITE
Utricularia bisquamata,https://inaturalist-open-data.s3.amazonaws.com/photos/124023/medium.jpg,YES,LOW,YELLOW
Digitaria cognata,https://inaturalist-open-data.s3.amazonaws.com/photos/11245430/medium.jpg,NO,LOW,NAN
Sporobolus schoenoides,https://inaturalist-open-data.s3.amazonaws.com/photos/9509158/medium.jpeg,YES,MEDIUM,BROWN
Sphaeralcea leptophylla,https://inaturalist-open-data.s3.amazonaws.com/photos/245986346/medium.jpeg,YES,MEDIUM,ORANGE
Sphaeralcea polychroma,https://inaturalist-open-data.s3.amazonaws.com/photos/20607459/medium.jpg,YES,LOW,PINK
Elodea canadensis,https://static.inaturalist.org/photos/113225954/medium.jpg,NO,LOW,NAN
Turbinicarpus saueri,https://static.inaturalist.org/photos/44688105/medium.jpeg,NO,LOW,NAN
Tulipa clusiana,https://static.inaturalist.org/photos/3177878/medium.jpg,YES,MEDIUM,PINK
Triumfetta semitriloba,https://static.inaturalist.org/photos/2673652/medium.JPG,YES,LOW,YELLOW
Tripora divaricata,https://inaturalist-open-data.s3.amazonaws.com/photos/51611465/medium.jpg,YES,LOW,BLUE
Eleocharis interstincta,https://inaturalist-open-data.s3.amazonaws.com/photos/8728928/medium.jpg,YES,LOW,GREEN
Sporobolus cryptandrus,https://inaturalist-open-data.s3.amazonaws.com/photos/153102086/medium.jpg,NO,LOW,NAN
Eleocharis cellulosa,https://inaturalist-open-data.s3.amazonaws.com/photos/9057551/medium.jpg,NO,LOW,NAN
Sporobolus hookerianus,https://static.inaturalist.org/photos/21614482/medium.jpg,NO,LOW,NAN
Epilobium palustre,https://inaturalist-open-data.s3.amazonaws.com/photos/935999/medium.jpg,YES,LOW,PINK
Velezia rigida,https://inaturalist-open-data.s3.amazonaws.com/photos/41412179/medium.jpeg,YES,LOW,PINK
Verbena incompta,https://inaturalist-open-data.s3.amazonaws.com/photos/56662182/medium.jpeg,YES,LOW,PURPLE
Verbesina heterophylla,https://inaturalist-open-data.s3.amazonaws.com/photos/20303331/medium.jpg,YES,LOW,YELLOW
Volutaria muricata,https://inaturalist-open-data.s3.amazonaws.com/photos/70449016/medium.jpg,YES,LOW,PURPLE
Dichanthelium aciculare,https://inaturalist-open-data.s3.amazonaws.com/photos/55709040/medium.jpeg,NO,LOW,NAN
Dichanthelium acuminatum,https://inaturalist-open-data.s3.amazonaws.com/photos/286018325/medium.jpg,NO,LOW,NAN
Viscum album,https://inaturalist-open-data.s3.amazonaws.com/photos/29810111/medium.jpg,YES,LOW,YELLOW
Silphium confertifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/102621278/medium.jpg,NO,LOW,NAN
Silphium glutinosum,https://inaturalist-open-data.s3.amazonaws.com/photos/8435782/medium.jpeg,YES,LOW,YELLOW
Villadia cucullata,https://static.inaturalist.org/photos/5614766/medium.jpeg,YES,LOW,ORANGE
Sisymbrium erysimoides,https://inaturalist-open-data.s3.amazonaws.com/photos/109641957/medium.jpeg,YES,LOW,YELLOW
Sisyrinchium arizonicum,https://inaturalist-open-data.s3.amazonaws.com/photos/1556913/medium.jpg,YES,LOW,YELLOW
Sisyrinchium biforme,https://inaturalist-open-data.s3.amazonaws.com/photos/5961402/medium.jpeg,YES,LOW,BLUE
Sisyrinchium ensigerum,https://inaturalist-open-data.s3.amazonaws.com/photos/14407882/medium.jpg,YES,LOW,PURPLE
Eragrostis hypnoides,https://inaturalist-open-data.s3.amazonaws.com/photos/4840448/medium.jpg,NO,LOW,NAN
Veronica verna,https://static.inaturalist.org/photos/1264590/medium.,YES,MEDIUM,BLUE
Smelowskia ovalis,https://inaturalist-open-data.s3.amazonaws.com/photos/4221231/medium.jpg,YES,LOW,WHITE
Veronica schizantha,https://inaturalist-open-data.s3.amazonaws.com/photos/165689447/medium.jpg,YES,LOW,PURPLE
Veronica besseya,https://inaturalist-open-data.s3.amazonaws.com/photos/34557697/medium.jpg,YES,LOW,PURPLE
Vernonia larseniae,https://static.inaturalist.org/photos/49721205/medium.jpg,YES,LOW,BROWN
Solanum citrullifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/202563701/medium.jpg,YES,LOW,PURPLE
Verbesina parviflora,https://static.inaturalist.org/photos/107686452/medium.jpg,YES,LOW,YELLOW
Solanum ferrugineum,https://inaturalist-open-data.s3.amazonaws.com/photos/195487360/medium.jpg,YES,LOW,WHITE
Dichanthelium scabriusculum,https://inaturalist-open-data.s3.amazonaws.com/photos/29651118/medium.jpg,NO,LOW,NAN
Solanum mauritianum,https://inaturalist-open-data.s3.amazonaws.com/photos/144959/medium.jpg,YES,LOW,PURPLE
Verbesina hintoniorum,https://inaturalist-open-data.s3.amazonaws.com/photos/105684731/medium.jpeg,YES,LOW,YELLOW
Tripidium ravennae,https://inaturalist-open-data.s3.amazonaws.com/photos/234440350/medium.jpg,NO,LOW,NAN
Triglochin striata,https://inaturalist-open-data.s3.amazonaws.com/photos/248059328/medium.jpeg,YES,LOW,GREEN
Dianthus chinensis,https://inaturalist-open-data.s3.amazonaws.com/photos/58524095/medium.jpeg,YES,LOW,PINK
Taeniatherum caput-medusae,https://inaturalist-open-data.s3.amazonaws.com/photos/24101478/medium.jpeg,NO,LOW,BROWN
Draba mogollonica,https://static.inaturalist.org/photos/761733/medium.JPG,YES,LOW,YELLOW
Toxicoscordion micranthum,https://inaturalist-open-data.s3.amazonaws.com/photos/199600/medium.jpg,YES,LOW,WHITE
Symphyotrichum phlogifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/99580957/medium.jpg,YES,LOW,PURPLE
Symplocos paniculata,https://inaturalist-open-data.s3.amazonaws.com/photos/62490651/medium.jpeg,YES,LOW,WHITE
Synedrella nodiflora,https://static.inaturalist.org/photos/168129768/medium.jpeg,YES,LOW,YELLOW
Syzygium jambos,https://inaturalist-open-data.s3.amazonaws.com/photos/267428/medium.jpg,YES,LOW,WHITE
Echeandia ramosissima,https://static.inaturalist.org/photos/105187847/medium.jpeg,YES,LOW,WHITE
Tabebuia bahamensis,https://inaturalist-open-data.s3.amazonaws.com/photos/9184360/medium.jpeg,YES,LOW,WHITE
Tournefortia gnaphalodes,https://inaturalist-open-data.s3.amazonaws.com/photos/866733/medium.jpg,YES,LOW,WHITE
Tabernaemontana divaricata,https://inaturalist-open-data.s3.amazonaws.com/photos/62534972/medium.jpg,YES,LOW,WHITE
Tabernaemontana tomentosa,https://inaturalist-open-data.s3.amazonaws.com/photos/18982513/medium.jpeg,YES,LOW,YELLOW
Talinopsis frutescens,https://inaturalist-open-data.s3.amazonaws.com/photos/4718794/medium.jpeg,YES,LOW,YELLOW
Sporobolus spartinae,https://inaturalist-open-data.s3.amazonaws.com/photos/113730032/medium.jpeg,NO,LOW,NAN
Eatonella nivea,https://inaturalist-open-data.s3.amazonaws.com/photos/6476750/medium.jpg,YES,LOW,YELLOW
Tara cacalaco,https://inaturalist-open-data.s3.amazonaws.com/photos/28363392/medium.jpeg,YES,LOW,YELLOW
Dysphania graveolens,https://inaturalist-open-data.s3.amazonaws.com/photos/23899293/medium.jpg,NO,LOW,NAN
Taraxacum ceratophorum,https://inaturalist-open-data.s3.amazonaws.com/photos/89160808/medium.jpg,YES,LOW,YELLOW
Tillandsia paucifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/30968479/medium.jpg,NO,LOW,NAN
Tillandsia arroyoensis,https://inaturalist-open-data.s3.amazonaws.com/photos/33469557/medium.jpg,YES,LOW,RED
Tephrosia mysteriosa,https://inaturalist-open-data.s3.amazonaws.com/photos/78401258/medium.jpg,YES,LOW,PINK
Tephrosia vicioides,https://static.inaturalist.org/photos/32027355/medium.jpeg,YES,LOW,PURPLE
Dudleya brittonii,https://inaturalist-open-data.s3.amazonaws.com/photos/192759689/medium.jpeg,YES,LOW,YELLOW
Thermopsis divaricarpa,https://inaturalist-open-data.s3.amazonaws.com/photos/2109302/medium.jpg,YES,LOW,YELLOW
Dudleya gatesii,https://inaturalist-open-data.s3.amazonaws.com/photos/191472224/medium.jpeg,NO,LOW,NAN
Tradescantia longipes,https://inaturalist-open-data.s3.amazonaws.com/photos/3303949/medium.jpg,YES,LOW,PURPLE
Tradescantia nuevoleonensis,https://inaturalist-open-data.s3.amazonaws.com/photos/2885906/medium.JPG,YES,LOW,PURPLE
Echinocereus arizonicus,https://static.inaturalist.org/photos/41836448/medium.jpeg,YES,LOW,RED
Suberogerens cyclophylla,https://inaturalist-open-data.s3.amazonaws.com/photos/1540799/medium.jpg,YES,LOW,BROWN
Diplacus brandegeei,https://inaturalist-open-data.s3.amazonaws.com/photos/18354958/medium.jpg,YES,LOW,PURPLE
Stachys arvensis,https://inaturalist-open-data.s3.amazonaws.com/photos/65906382/medium.jpg,YES,LOW,PINK
Stebbinsoseris heterocarpa,https://inaturalist-open-data.s3.amazonaws.com/photos/123043259/medium.jpeg,YES,LOW,BROWN
Steinchisma hians,https://inaturalist-open-data.s3.amazonaws.com/photos/3938342/medium.JPG,YES,MEDIUM,GREEN
Stellaria apetala,https://inaturalist-open-data.s3.amazonaws.com/photos/113216302/medium.jpg,YES,MEDIUM,GREEN
Trifolium kingii,https://inaturalist-open-data.s3.amazonaws.com/photos/44207952/medium.jpg,YES,LOW,PINK
Stellaria borealis,https://inaturalist-open-data.s3.amazonaws.com/photos/285564/medium.jpg,YES,LOW,WHITE
Echinopepon minimus,https://inaturalist-open-data.s3.amazonaws.com/photos/167801776/medium.jpg,YES,LOW,WHITE
Distimake aegyptius,https://static.inaturalist.org/photos/2570087/medium.JPG,YES,LOW,WHITE
Trifolium gymnocarpon,https://inaturalist-open-data.s3.amazonaws.com/photos/25191406/medium.jpeg,YES,LOW,WHITE
Stenotus lanuginosus,https://inaturalist-open-data.s3.amazonaws.com/photos/46321851/medium.jpeg,YES,LOW,YELLOW
Dittrichia viscosa,https://inaturalist-open-data.s3.amazonaws.com/photos/52679113/medium.jpg,YES,LOW,YELLOW
Stephanomeria runcinata,https://inaturalist-open-data.s3.amazonaws.com/photos/300775997/medium.jpeg,YES,LOW,PINK
Stephanomeria thurberi,https://inaturalist-open-data.s3.amazonaws.com/photos/20730050/medium.jpg,YES,LOW,PINK
Tricyrtis formosana,https://inaturalist-open-data.s3.amazonaws.com/photos/28754525/medium.jpeg,YES,MEDIUM,PINK
Doellingeria paucicapitata,https://inaturalist-open-data.s3.amazonaws.com/photos/1031812/medium.jpg,YES,LOW,WHITE
Trema micrantha,https://static.inaturalist.org/photos/70023681/medium.jpeg,NO,LOW,NAN
Streptanthus morrisonii,https://inaturalist-open-data.s3.amazonaws.com/photos/200375285/medium.jpg,YES,MEDIUM,BROWN
Tragia smallii,https://inaturalist-open-data.s3.amazonaws.com/photos/72438614/medium.jpeg,YES,MEDIUM,GREEN
Stutzia covillei,https://static.inaturalist.org/photos/20310980/medium.jpg,YES,MEDIUM,GREEN
Draba aurea,https://inaturalist-open-data.s3.amazonaws.com/photos/106448036/medium.jpg,YES,LOW,YELLOW
Tradescantia tharpii,https://inaturalist-open-data.s3.amazonaws.com/photos/191727335/medium.jpg,YES,LOW,PURPLE
Suaeda maritima,https://inaturalist-open-data.s3.amazonaws.com/photos/30426326/medium.jpeg,YES,LOW,ORANGE
Waldsteinia ternata,https://static.inaturalist.org/photos/28145272/medium.jpg,NO,LOW,NAN
Dudleya palmeri,https://static.inaturalist.org/photos/41614073/medium.jpeg,YES,LOW,RED
Sesuvium humifusum,https://static.inaturalist.org/photos/106250664/medium.jpg,YES,LOW,WHITE
Xylothamia diffusa,https://inaturalist-open-data.s3.amazonaws.com/photos/11476395/medium.jpg,YES,LOW,YELLOW
Silene petersonii,https://static.inaturalist.org/photos/22720485/medium.jpg,YES,LOW,PINK
Xanthisma restiforme,https://inaturalist-open-data.s3.amazonaws.com/photos/1454360/medium.jpg,YES,LOW,YELLOW
Desmodium lineatum,https://static.inaturalist.org/photos/5232601/medium.jpeg,NO,LOW,NAN
Erigeron flagellaris,https://static.inaturalist.org/photos/136937159/medium.jpg,YES,LOW,WHITE
Xanthium spinosum,https://inaturalist-open-data.s3.amazonaws.com/photos/15986517/medium.jpg,NO,LOW,NAN
Ziziphus jujuba,https://inaturalist-open-data.s3.amazonaws.com/photos/50110627/medium.jpg,NO,LOW,NAN
Searsia lancea,https://inaturalist-open-data.s3.amazonaws.com/photos/75251295/medium.jpg,NO,LOW,NAN
Erigeron basilobatus,https://inaturalist-open-data.s3.amazonaws.com/photos/6412785/medium.jpeg,YES,LOW,WHITE
Erigeron dryophyllus,https://static.inaturalist.org/photos/98498912/medium.jpeg,YES,LOW,WHITE
Desmanthus bicornutus,https://inaturalist-open-data.s3.amazonaws.com/photos/10935248/medium.jpeg,YES,LOW,WHITE
Serjania dissecta,https://inaturalist-open-data.s3.amazonaws.com/photos/15569638/medium.jpeg,NO,LOW,NAN
Zephyranthes concolor,https://static.inaturalist.org/photos/9590448/medium.jpeg,YES,LOW,WHITE
Xanthisma viscidum,https://inaturalist-open-data.s3.amazonaws.com/photos/12537043/medium.jpg,YES,LOW,YELLOW
Erigeron flettii,https://inaturalist-open-data.s3.amazonaws.com/photos/106958557/medium.jpg,YES,LOW,WHITE
Sidalcea neomexicana,https://inaturalist-open-data.s3.amazonaws.com/photos/265360/medium.jpg,YES,LOW,PINK
Sedum wrightii,https://inaturalist-open-data.s3.amazonaws.com/photos/14670787/medium.jpeg,NO,LOW,NAN
Xanthisma junceum,https://inaturalist-open-data.s3.amazonaws.com/photos/146265507/medium.jpg,YES,LOW,YELLOW
Selenia aurea,https://inaturalist-open-data.s3.amazonaws.com/photos/33977661/medium.jpeg,YES,LOW,YELLOW
Yucca carrii,https://inaturalist-open-data.s3.amazonaws.com/photos/131983645/medium.jpg,NO,LOW,NAN
Sideroxylon lycioides,https://static.inaturalist.org/photos/44528973/medium.jpeg,YES,MEDIUM,GREEN
Erica arborea,https://inaturalist-open-data.s3.amazonaws.com/photos/111120616/medium.jpeg,YES,LOW,WHITE
Eriastrum calocyanum,https://inaturalist-open-data.s3.amazonaws.com/photos/39082876/medium.jpeg,YES,LOW,BLUE
Selenia grandis,https://static.inaturalist.org/photos/6061748/medium.jpeg,YES,LOW,ORANGE
Xanthosoma robustum,https://inaturalist-open-data.s3.amazonaws.com/photos/346323/medium.jpg,NO,LOW,NAN
Sesbania grandiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/30261589/medium.jpeg,YES,LOW,MAROON
Silphium brachiatum,https://static.inaturalist.org/photos/40932918/medium.jpeg,NO,LOW,NAN
Yucca rigida,https://inaturalist-open-data.s3.amazonaws.com/photos/17985350/medium.jpeg,YES,MEDIUM,BROWN
Senna corymbosa,https://inaturalist-open-data.s3.amazonaws.com/photos/15889203/medium.jpg,NO,LOW,NAN
Desmanthus leptolobus,https://inaturalist-open-data.s3.amazonaws.com/photos/95152958/medium.jpg,YES,LOW,WHITE
Senecio angulatus,https://inaturalist-open-data.s3.amazonaws.com/photos/15400784/medium.jpg,YES,LOW,YELLOW
Xylorhiza venusta,https://inaturalist-open-data.s3.amazonaws.com/photos/39305633/medium.jpeg,YES,LOW,WHITE
Senecio neowebsteri,https://static.inaturalist.org/photos/49908148/medium.jpg,YES,LOW,YELLOW
Erigeron eatonii,https://static.inaturalist.org/photos/19983912/medium.jpg,YES,LOW,WHITE
Zapoteca formosa,https://static.inaturalist.org/photos/23864004/medium.jpg,YES,LOW,YELLOW
Opuntia fusco-atra,https://inaturalist-open-data.s3.amazonaws.com/photos/295740/medium.jpg,YES,LOW,YELLOW
Opuntia gilvescens,https://inaturalist-open-data.s3.amazonaws.com/photos/250473005/medium.jpg,YES,LOW,YELLOW
Leonurus sibiricus,https://inaturalist-open-data.s3.amazonaws.com/photos/117027422/medium.jpg,YES,LOW,PINK
Lepidium austrinum,https://inaturalist-open-data.s3.amazonaws.com/photos/7179029/medium.jpg,YES,LOW,GREEN
Tradescantia reverchonii,https://static.inaturalist.org/photos/3667061/medium.jpeg,YES,LOW,BLUE
Trichocentrum leptotifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/191377830/medium.jpeg,YES,LOW,YELLOW
Agastache mearnsii,https://inaturalist-open-data.s3.amazonaws.com/photos/57698793/medium.jpg,YES,LOW,PINK
Lechea racemulosa,https://static.inaturalist.org/photos/4190298/medium.jpg,YES,MEDIUM,BROWN
Nicotiana rustica,https://inaturalist-open-data.s3.amazonaws.com/photos/87563120/medium.jpg,YES,LOW,YELLOW
Calliandra haematomma,https://inaturalist-open-data.s3.amazonaws.com/photos/17542202/medium.jpg,YES,LOW,RED
Ocimum basilicum,https://inaturalist-open-data.s3.amazonaws.com/photos/267059801/medium.jpg,YES,LOW,PURPLE
Opuntia arenaria,https://inaturalist-open-data.s3.amazonaws.com/photos/16650717/medium.jpg,YES,MEDIUM,YELLOW
Agave cerulata,https://inaturalist-open-data.s3.amazonaws.com/photos/118326153/medium.jpg,NO,LOW,NAN
Lepechinia yecorana,https://inaturalist-open-data.s3.amazonaws.com/photos/6944352/medium.jpeg,YES,LOW,WHITE
Agastache sandersiana,https://inaturalist-open-data.s3.amazonaws.com/photos/96857893/medium.jpg,YES,LOW,PURPLE
Omalotheca sylvatica,https://inaturalist-open-data.s3.amazonaws.com/photos/84137950/medium.jpeg,YES,MEDIUM,GREEN
Oenothera coryi,https://inaturalist-open-data.s3.amazonaws.com/photos/35289037/medium.jpg,YES,LOW,YELLOW
Catapodium rigidum,https://inaturalist-open-data.s3.amazonaws.com/photos/169223977/medium.jpeg,NO,LOW,NAN
Callisia repens,https://inaturalist-open-data.s3.amazonaws.com/photos/169735082/medium.jpeg,NO,LOW,NAN
Tragia amblyodonta,https://inaturalist-open-data.s3.amazonaws.com/photos/15509894/medium.jpeg,YES,MEDIUM,GREEN
Oenothera organensis,https://inaturalist-open-data.s3.amazonaws.com/photos/11797581/medium.jpg,YES,LOW,YELLOW
Tragia nepetifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/10101326/medium.jpg,YES,LOW,GREEN
Agave angustifolia,https://static.inaturalist.org/photos/72343371/medium.jpeg,NO,LOW,NAN
Lepechinia caulescens,https://static.inaturalist.org/photos/301313/medium.jpg,YES,LOW,WHITE
Oenothera nutans,https://inaturalist-open-data.s3.amazonaws.com/photos/53071647/medium.jpg,YES,LOW,YELLOW
Calochortus spatulatus,https://inaturalist-open-data.s3.amazonaws.com/photos/11303896/medium.jpeg,YES,MEDIUM,GREEN
Nemacladus matsonii,https://inaturalist-open-data.s3.amazonaws.com/photos/78510130/medium.jpg,YES,LOW,WHITE
Trichostema hobe,https://static.inaturalist.org/photos/55283855/medium.jpg,YES,LOW,PURPLE
Myriophyllum tenellum,https://inaturalist-open-data.s3.amazonaws.com/photos/51157778/medium.jpeg,NO,LOW,NAN
Trifolium cyathiferum,https://inaturalist-open-data.s3.amazonaws.com/photos/47569625/medium.jpg,YES,MEDIUM,GREEN
Calystegia longipes,https://inaturalist-open-data.s3.amazonaws.com/photos/121782/medium.jpg,YES,LOW,WHITE
Nama densa,https://inaturalist-open-data.s3.amazonaws.com/photos/20378107/medium.jpg,YES,LOW,WHITE
Leptosiphon filipes,https://inaturalist-open-data.s3.amazonaws.com/photos/200145/medium.jpg,YES,LOW,PURPLE
Nama coulteri,https://static.inaturalist.org/photos/65297211/medium.jpeg,YES,LOW,PURPLE
Agalinis gypsophila,https://static.inaturalist.org/photos/10468731/medium.jpg,YES,LOW,PINK
Nama californica,https://static.inaturalist.org/photos/197552523/medium.jpg,YES,LOW,GREEN
Leptosiphon harknessii,https://inaturalist-open-data.s3.amazonaws.com/photos/2192549/medium.jpg,YES,MEDIUM,GREEN
Nabalus roanensis,https://static.inaturalist.org/photos/2320593/medium.jpg,YES,LOW,WHITE
Camassia angusta,https://inaturalist-open-data.s3.amazonaws.com/photos/781413/medium.jpg,YES,LOW,BLUE
Nepeta racemosa,https://inaturalist-open-data.s3.amazonaws.com/photos/295280452/medium.jpg,YES,LOW,BLUE
Myosurus sessilis,https://inaturalist-open-data.s3.amazonaws.com/photos/264013/medium.jpg,YES,LOW,GREEN
Myagrum perfoliatum,https://inaturalist-open-data.s3.amazonaws.com/photos/76845742/medium.jpg,NO,LOW,NAN
Camellia japonica,https://inaturalist-open-data.s3.amazonaws.com/photos/62311873/medium.jpeg,YES,LOW,PINK
Camellia sasanqua,https://inaturalist-open-data.s3.amazonaws.com/photos/103517792/medium.jpg,YES,MEDIUM,PINK
Leptosiphon pachyphyllus,https://inaturalist-open-data.s3.amazonaws.com/photos/194800/medium.jpg,YES,LOW,WHITE
Trifolium latifolium,https://inaturalist-open-data.s3.amazonaws.com/photos/19385345/medium.jpeg,YES,LOW,WHITE
Trifolium owyheense,https://inaturalist-open-data.s3.amazonaws.com/photos/104834852/medium.jpg,YES,LOW,PINK
Muscari comosum,https://inaturalist-open-data.s3.amazonaws.com/photos/289470/medium.jpg,YES,LOW,PURPLE
Camissonia pusilla,https://inaturalist-open-data.s3.amazonaws.com/photos/14244997/medium.jpg,YES,LOW,YELLOW
Nama havardii,https://inaturalist-open-data.s3.amazonaws.com/photos/29763176/medium.jpeg,YES,LOW,PINK
Abutilon berlandieri,https://inaturalist-open-data.s3.amazonaws.com/photos/171963002/medium.jpg,NO,LOW,NAN
Nama parvifolia,https://static.inaturalist.org/photos/15878914/medium.jpg,YES,LOW,PURPLE
Trifolium brandegeei,https://inaturalist-open-data.s3.amazonaws.com/photos/22671260/medium.jpg,YES,LOW,PURPLE
Neottia ovata,https://inaturalist-open-data.s3.amazonaws.com/photos/40138/medium.jpg,YES,LOW,GREEN
Neopringlea integrifolia,https://static.inaturalist.org/photos/2720042/medium.JPG,NO,LOW,NAN
Nemophila sayersensis,https://inaturalist-open-data.s3.amazonaws.com/photos/6409894/medium.jpeg,YES,LOW,PURPLE
Calotropis procera,https://static.inaturalist.org/photos/31507630/medium.jpg,YES,LOW,PINK
Opuntia pilifera,https://inaturalist-open-data.s3.amazonaws.com/photos/906383/medium.JPG,YES,LOW,PINK
Lepidium chalepense,https://static.inaturalist.org/photos/282963728/medium.jpeg,YES,LOW,WHITE
Nemacladus eastwoodiae,https://inaturalist-open-data.s3.amazonaws.com/photos/270596759/medium.jpg,YES,LOW,YELLOW
Navarretia vividior,https://inaturalist-open-data.s3.amazonaws.com/photos/96229333/medium.jpg,YES,LOW,PINK
Trichostigma octandrum,https://inaturalist-open-data.s3.amazonaws.com/photos/3223224/medium.jpg,YES,MEDIUM,GREEN
Calycadenia mollis,https://inaturalist-open-data.s3.amazonaws.com/photos/39191/medium.jpg,YES,LOW,WHITE
Agapanthus praecox,https://inaturalist-open-data.s3.amazonaws.com/photos/95535027/medium.jpeg,YES,LOW,PURPLE
Navarretia divaricata,https://inaturalist-open-data.s3.amazonaws.com/photos/5065/medium.jpg,YES,LOW,WHITE
Navarretia crystallina,https://inaturalist-open-data.s3.amazonaws.com/photos/129979471/medium.jpeg,YES,LOW,PINK
Lepidium latipes,https://inaturalist-open-data.s3.amazonaws.com/photos/3276509/medium.JPG,NO,LOW,NAN
Lepidium strictum,https://inaturalist-open-data.s3.amazonaws.com/photos/269261/medium.jpg,YES,MEDIUM,GREEN
Tridens buckleyanus,https://inaturalist-open-data.s3.amazonaws.com/photos/7190072/medium.jpg,NO,LOW,NAN
Tridens chapmanii,https://inaturalist-open-data.s3.amazonaws.com/photos/2453962/medium.JPG,NO,LOW,BROWN
Zanthoxylum simulans,https://inaturalist-open-data.s3.amazonaws.com/photos/62662560/medium.jpeg,YES,LOW,GREEN
Calyptridium parryi,https://inaturalist-open-data.s3.amazonaws.com/photos/15883428/medium.jpg,YES,LOW,PINK
Lechea mucronata,https://static.inaturalist.org/photos/8314472/medium.jpg,YES,LOW,MAROON
Warea sessilifolia,https://static.inaturalist.org/photos/231292136/medium.jpeg,YES,LOW,PURPLE
Caulanthus glaucus,https://inaturalist-open-data.s3.amazonaws.com/photos/6916420/medium.jpg,YES,LOW,GREEN
Bromus pumpellianus,https://inaturalist-open-data.s3.amazonaws.com/photos/96951950/medium.jpg,NO,LOW,NAN
Agnorhiza invenusta,https://static.inaturalist.org/photos/22770999/medium.jpg,YES,LOW,ORANGE
Panicum antidotale,https://inaturalist-open-data.s3.amazonaws.com/photos/7722387/medium.jpeg,YES,LOW,BROWN
Thunbergia erecta,https://inaturalist-open-data.s3.amazonaws.com/photos/167369018/medium.jpeg,YES,LOW,PURPLE
Thurovia triflora,https://inaturalist-open-data.s3.amazonaws.com/photos/11396826/medium.jpeg,YES,LOW,WHITE
Ageratum maritimum,https://inaturalist-open-data.s3.amazonaws.com/photos/4770035/medium.jpeg,YES,LOW,PURPLE
Lamourouxia longiflora,https://inaturalist-open-data.s3.amazonaws.com/photos/6184286/medium.jpg,YES,LOW,RED
Packera millefolium,https://static.inaturalist.org/photos/3616461/medium.JPG,YES,LOW,YELLOW
Tidestromia carnosa,https://inaturalist-open-data.s3.amazonaws.com/photos/105324373/medium.jpg,YES,LOW,YELLOW
Bromus ciliatus,https://inaturalist-open-data.s3.amazonaws.com/photos/9415318/medium.jpeg,NO,LOW,NAN
Tigridia rzedowskiana,https://inaturalist-open-data.s3.amazonaws.com/photos/442806/medium.JPG,YES,LOW,BROWN
Packera hesperia,https://static.inaturalist.org/photos/187543354/medium.jpeg,YES,LOW,YELLOW
Ageratina rothrockii,https://inaturalist-open-data.s3.amazonaws.com/photos/10117352/medium.jpg,YES,LOW,WHITE
Lamourouxia rhinanthifolia,https://inaturalist-open-data.s3.amazonaws.com/photos/27697650/medium.jpeg,YES,LOW,PINK
Zizaniopsis miliacea,https://static.inaturalist.org/photos/911701/medium.jpg,NO,LOW,NAN
